model,dataset,split,base_accuracy,family,probe,AUROC,AUPRC,Brier,ECE,AURC,E_AURC,risk_at_80cov,acc_at_80cov,risk_at_60cov,acc_at_60cov,risk_at_40cov,acc_at_40cov,failure_capture_at_20abst
llama31_8b_instruct,arc_challenge,2,0.7993311036789298,cheap_plus_pca_hidden,hgb,0.8125,0.9492000153046335,0.16780877628754692,0.17242617659629006,0.06520538256483367,0.04372485309938587,0.13888888888888884,0.8611111111111112,0.05555555555555558,0.9444444444444444,0.02777777777777779,0.9722222222222222,0.4444444444444444
llama31_8b_instruct,arc_challenge,2,0.7993311036789298,contrastive_hidden,supcon_mlp,0.6728395061728395,0.9033813820950438,0.1632425677544206,0.09109601775805157,0.10597582838310493,0.08449529891765713,0.18055555555555558,0.8194444444444444,0.12962962962962965,0.8703703703703703,0.11111111111111116,0.8888888888888888,0.2777777777777778
llama31_8b_instruct,arc_challenge,2,0.7993311036789298,cheap_plus_contrastive,supcon_embedding_plus_logreg,0.760030864197531,0.9309074128125627,0.21537447687454309,0.21492400706948833,0.08117388366245325,0.059693354197005444,0.1527777777777778,0.8472222222222222,0.07407407407407407,0.9259259259259259,0.05555555555555558,0.9444444444444444,0.3888888888888889
llama31_8b_instruct,arc_challenge,3,0.7993311036789298,cheap_conf_option,logreg,0.8256172839506173,0.9536288091436211,0.1683633026963866,0.17414748190513626,0.061279588332869464,0.03979905886742166,0.11111111111111116,0.8888888888888888,0.05555555555555558,0.9444444444444444,0.0,1.0,0.5555555555555556
llama31_8b_instruct,arc_challenge,3,0.7993311036789298,hidden_summaries,extratrees,0.701388888888889,0.9027555124492176,0.1550350980467448,0.10778190439559021,0.10586704146478867,0.08438651199934087,0.13888888888888884,0.8611111111111112,0.11111111111111116,0.8888888888888888,0.11111111111111116,0.8888888888888888,0.4444444444444444
llama31_8b_instruct,arc_challenge,3,0.7993311036789298,cheap_plus_summaries,extratrees,0.8055555555555556,0.9481098173842861,0.1379867843390063,0.08603911646178512,0.06619251921047493,0.04471198974502713,0.125,0.875,0.05555555555555558,0.9444444444444444,0.02777777777777779,0.9722222222222222,0.5
llama31_8b_instruct,arc_challenge,3,0.7993311036789298,pca_hidden,logreg,0.79320987654321,0.9396557535023601,0.16409019851758386,0.15816711203364694,0.07311690674652027,0.05163637728107247,0.125,0.875,0.09259259259259256,0.9074074074074074,0.05555555555555558,0.9444444444444444,0.5
llama31_8b_instruct,arc_challenge,3,0.7993311036789298,cheap_plus_pca_hidden,logreg,0.8125,0.9488415030798664,0.15907038414830202,0.14009253737274985,0.06535443229014021,0.043873902824692404,0.11111111111111116,0.8888888888888888,0.07407407407407407,0.9259259259259259,0.02777777777777779,0.9722222222222222,0.5555555555555556
llama31_8b_instruct,arc_challenge,3,0.7993311036789298,contrastive_hidden,supcon_mlp,0.7376543209876543,0.9288351003552957,0.157130704788338,0.10070847570896146,0.08345698054650207,0.06197645108105426,0.16666666666666663,0.8333333333333334,0.11111111111111116,0.8888888888888888,0.05555555555555558,0.9444444444444444,0.3333333333333333
llama31_8b_instruct,arc_challenge,3,0.7993311036789298,cheap_plus_contrastive,supcon_embedding_plus_logreg,0.7631172839506174,0.938691844141055,0.2101894019410821,0.21566975268940902,0.07496737579057552,0.05348684632512772,0.16666666666666663,0.8333333333333334,0.11111111111111116,0.8888888888888888,0.02777777777777779,0.9722222222222222,0.3333333333333333
