model_key,dataset,seed,cheap_auc,pca_hidden_only_auc,combined_auc,gain_combined_over_cheap,n_total
falcon3_7b_instruct,commonsenseqa,123,0.7661227661227662,0.747021497021497,0.7850945350945351,0.018971768971768888,1000
falcon3_7b_instruct,commonsenseqa,777,0.8517871017871017,0.8054260554260555,0.8295130795130795,-0.022274022274022198,1000
falcon3_7b_instruct,commonsenseqa,2025,0.8431105931105932,0.7543382543382543,0.8138435638435638,-0.0292670292670294,1000
falcon3_7b_instruct,hellaswag,42,0.7894736842105263,0.7466496101364523,0.8023269980506823,0.012853313840155978,1000
falcon3_7b_instruct,hellaswag,7,0.8515472709551657,0.8003776803118907,0.8557504873294347,0.004203216374269014,1000
falcon3_7b_instruct,hellaswag,123,0.7927022417153996,0.7690667641325536,0.8068957115009746,0.014193469785575008,1000
falcon3_7b_instruct,hellaswag,777,0.7793006822612085,0.7499390838206628,0.7825292397660818,0.003228557504873275,1000
falcon3_7b_instruct,hellaswag,2025,0.8391203703703703,0.7551778752436646,0.8298001949317738,-0.009320175438596534,1000
falcon3_7b_instruct,mmlu_all,42,0.828971875582045,0.8315328739057554,0.8288787483702739,-9.312721177112682e-05,1000
falcon3_7b_instruct,mmlu_all,7,0.811650214192587,0.8090892158688769,0.8213354442168002,0.009685230024213176,1000
falcon3_7b_instruct,mmlu_all,123,0.762292791953809,0.7547494878003352,0.7505587632706276,-0.011734028683181297,1000
falcon3_7b_instruct,mmlu_all,777,0.7923263177500467,0.7994039858446639,0.8042466008567704,0.011920283106723661,1000
falcon3_7b_instruct,mmlu_all,2025,0.8183553734401192,0.796796423915068,0.7944216800149003,-0.023933693425218894,1000
mistral7b_v03,arc_challenge,42,0.66,0.5492857142857143,0.515,-0.14500000000000002,299
mistral7b_v03,arc_challenge,7,0.7264285714285714,0.7228571428571429,0.7064285714285715,-0.019999999999999907,299
mistral7b_v03,arc_challenge,123,0.615,0.5585714285714285,0.5778571428571428,-0.037142857142857144,299
mistral7b_v03,arc_challenge,777,0.7378571428571428,0.6592857142857143,0.6735714285714286,-0.06428571428571417,299
mistral7b_v03,arc_challenge,2025,0.6364285714285715,0.665,0.6421428571428571,0.005714285714285672,299
mistral7b_v03,commonsenseqa,42,0.7032054030874786,0.7167667238421955,0.6960227272727272,-0.007182675814751405,1000
mistral7b_v03,commonsenseqa,7,0.7587907375643226,0.7375643224699829,0.7529481132075471,-0.0058426243567755165,1000
mistral7b_v03,commonsenseqa,123,0.7520904802744425,0.7407804459691252,0.7405124356775301,-0.011578044596912362,1000
mistral7b_v03,commonsenseqa,777,0.763507718696398,0.707868782161235,0.7346162092624358,-0.028891509433962237,1000
mistral7b_v03,commonsenseqa,2025,0.7505360205831904,0.7237349914236707,0.7349378216123499,-0.015598198970840471,1000
mistral7b_v03,hellaswag,42,0.7088210702341138,0.7302466555183947,0.7380330267558529,0.029211956521739135,1000
mistral7b_v03,hellaswag,7,0.711068143812709,0.6981082775919732,0.7049017558528428,-0.0061663879598662374,1000
mistral7b_v03,hellaswag,123,0.7003553511705686,0.6928302675585285,0.7150919732441471,0.01473662207357851,1000
mistral7b_v03,hellaswag,777,0.726693143812709,0.7676630434782609,0.7637959866220736,0.0371028428093646,1000
mistral7b_v03,hellaswag,2025,0.7684991638795987,0.7720526755852842,0.7952550167224081,0.026755852842809347,1000
mistral7b_v03,mmlu_all,42,0.7799067362297427,0.7873401357403389,0.7845699247426012,0.004663188512858518,1000
mistral7b_v03,mmlu_all,7,0.7284269818551179,0.7102359296366406,0.7156840112655247,-0.012742970589593172,1000
mistral7b_v03,mmlu_all,123,0.7280114502054572,0.697908490696708,0.6961540237314743,-0.03185742647398293,1000
mistral7b_v03,mmlu_all,777,0.7414008033611893,0.7443556950921094,0.7274574080059097,-0.013943395355279553,1000
mistral7b_v03,mmlu_all,2025,0.7723348261692599,0.7522507964356618,0.7492959047047416,-0.023038921464518247,1000
olmo2_7b_instruct,arc_challenge,42,0.8377525252525253,0.8345959595959597,0.8434343434343433,0.00568181818181801,299
olmo2_7b_instruct,arc_challenge,7,0.7108585858585859,0.6767676767676768,0.6641414141414141,-0.04671717171717171,299
olmo2_7b_instruct,arc_challenge,123,0.7525252525252525,0.6571969696969697,0.69760101010101,-0.05492424242424243,299
olmo2_7b_instruct,arc_challenge,777,0.7935606060606061,0.8118686868686869,0.8219696969696969,0.02840909090909083,299
olmo2_7b_instruct,arc_challenge,2025,0.8440656565656566,0.7720959595959596,0.7626262626262627,-0.08143939393939392,299
olmo2_7b_instruct,commonsenseqa,42,0.7601894131574498,0.7692090873217204,0.7784542533400981,0.01826484018264829,1000
olmo2_7b_instruct,commonsenseqa,7,0.7627825694796775,0.7171768419865833,0.7084390326399458,-0.0543435368397317,1000
olmo2_7b_instruct,commonsenseqa,123,0.7910254242065505,0.7561305597835278,0.780483680027059,-0.010541744179491497,1000
olmo2_7b_instruct,commonsenseqa,777,0.7781723885224646,0.7630080613337844,0.7732679406956424,-0.0049044478268222,1000
olmo2_7b_instruct,commonsenseqa,2025,0.7685326117594004,0.7362309036586053,0.7638536557866847,-0.004678955972715615,1000
olmo2_7b_instruct,hellaswag,42,0.7483852583586627,0.7320478723404256,0.7652450607902735,0.016859802431610893,1000
olmo2_7b_instruct,hellaswag,7,0.6905870060790275,0.6900645896656534,0.709488981762918,0.018901975683890515,1000
olmo2_7b_instruct,hellaswag,123,0.6894946808510638,0.7371770516717326,0.7347074468085106,0.04521276595744683,1000
olmo2_7b_instruct,hellaswag,777,0.7209821428571428,0.724354103343465,0.7327602583586625,0.011778115501519748,1000
olmo2_7b_instruct,hellaswag,2025,0.6916318389057751,0.695573708206687,0.7274411094224924,0.03580927051671734,1000
olmo2_7b_instruct,mmlu_all,42,0.7651178451178452,0.7517845117845118,0.7612570145903479,-0.0038608305274973054,1000
olmo2_7b_instruct,mmlu_all,7,0.7732884399551067,0.7727946127946128,0.774006734006734,0.0007182940516273773,1000
olmo2_7b_instruct,mmlu_all,123,0.7134455667789001,0.7180695847362515,0.7221997755331089,0.008754208754208737,1000
olmo2_7b_instruct,mmlu_all,777,0.7631874298540966,0.7377328843995511,0.7369696969696969,-0.026217732884399658,1000
olmo2_7b_instruct,mmlu_all,2025,0.7464870931537598,0.7232772166105499,0.7314478114478115,-0.01503928170594837,1000
qwen25_7b,arc_challenge,42,0.8834019204389576,0.6831275720164608,0.728395061728395,-0.15500685871056263,299
qwen25_7b,arc_challenge,7,0.7750342935528121,0.6049382716049383,0.6556927297668038,-0.11934156378600824,299
qwen25_7b,arc_challenge,123,0.914951989026063,0.7187928669410151,0.7503429355281206,-0.16460905349794241,299
qwen25_7b,arc_challenge,777,0.7654320987654321,0.5857338820301783,0.5733882030178326,-0.1920438957475995,299
qwen25_7b,arc_challenge,2025,0.8134430727023321,0.6378600823045267,0.6447187928669411,-0.16872427983539096,299
qwen25_7b,commonsenseqa,42,0.8339317088075777,0.7316476968909938,0.7573141853181575,-0.07661752348942019,1000
qwen25_7b,commonsenseqa,7,0.841341379573753,0.7648766328011611,0.8058207929111603,-0.035520586662592724,1000
qwen25_7b,commonsenseqa,123,0.8362233595600032,0.788480635551142,0.8091054923229701,-0.027117867237033022,1000
qwen25_7b,commonsenseqa,777,0.8025360934993507,0.7269880070277289,0.7631960889160492,-0.03934000458330156,1000
qwen25_7b,commonsenseqa,2025,0.847376059888473,0.7795431976166832,0.8102513176991827,-0.037124742189290294,1000
qwen25_7b,hellaswag,42,0.876981868444589,0.8664932108301489,0.869095048377917,-0.007886820066672073,1000
qwen25_7b,hellaswag,7,0.8750304902837629,0.8823481583868608,0.8881209854459712,0.013090495162208282,1000
qwen25_7b,hellaswag,123,0.8638913732823806,0.8333197820961055,0.8411252947394097,-0.02276607854297097,1000
qwen25_7b,hellaswag,777,0.8886901374095455,0.8593381575737865,0.8638913732823807,-0.024798764127164752,1000
qwen25_7b,hellaswag,2025,0.8526709488576307,0.8406374501992032,0.842670135783397,-0.010000813074233728,1000
qwen25_7b,mmlu_all,42,0.8308600770218229,0.7991784338896021,0.8261360718870346,-0.004724005134788212,1000
qwen25_7b,mmlu_all,7,0.8677278562259307,0.8222336328626445,0.8386649550706035,-0.02906290115532728,1000
qwen25_7b,mmlu_all,123,0.8581258023106547,0.8183311938382541,0.8411296534017972,-0.016996148908857478,1000
qwen25_7b,mmlu_all,777,0.8462130937098845,0.818382541720154,0.8202310654685495,-0.025982028241334998,1000
qwen25_7b,mmlu_all,2025,0.8682926829268293,0.8516559691912708,0.8662387676508345,-0.0020539152759947443,1000
