model_key,dataset,feature_set,probe,count,mean_auroc,std_auroc,mean_ci_low,mean_ci_high
mistral7b_v03,arc_challenge,cheap_plus_hidden_summary,extratrees,5,0.6898571428571428,0.05769244636299398,0.5654030211107391,0.8134011654745088
mistral7b_v03,arc_challenge,cheap_plus_hidden_summary,hgb,5,0.6818571428571428,0.03870875026319986,0.546470222401215,0.811852239872724
mistral7b_v03,arc_challenge,cheap_plus_hidden_summary,logreg,5,0.6715714285714286,0.03237771342344316,0.5426163451100462,0.7924933838311254
mistral7b_v03,arc_challenge,cheap_plus_hidden_summary,mlp,5,0.5932857142857143,0.0734892050937151,0.43205722483224707,0.7266362131791304
mistral7b_v03,arc_challenge,cheap_plus_pca_hidden,extratrees,5,0.698857142857143,0.05484346927801872,0.5682886902274568,0.8208738620581564
mistral7b_v03,arc_challenge,cheap_plus_pca_hidden,hgb,5,0.6601428571428571,0.06785601502822138,0.5063124790108604,0.7986657878885575
mistral7b_v03,arc_challenge,cheap_plus_pca_hidden,logreg,5,0.623,0.07678887036703236,0.48521831182415764,0.7701461010711596
mistral7b_v03,arc_challenge,cheap_plus_pca_hidden,mlp,5,0.5695714285714286,0.07742442002576798,0.4286404834309495,0.7123744929797114
mistral7b_v03,arc_challenge,direct_pmax,none,5,0.7117857142857142,0.05519041712885613,0.5936416453059457,0.8266109672659997
mistral7b_v03,arc_challenge,hidden_summary_only,extratrees,5,0.6848571428571428,0.04052084371666273,0.5471309490872946,0.8138337552819104
mistral7b_v03,arc_challenge,hidden_summary_only,hgb,5,0.6288571428571429,0.10257973503970624,0.4831500289590137,0.7624994342407383
mistral7b_v03,arc_challenge,hidden_summary_only,logreg,5,0.6895714285714286,0.042638130869934114,0.5545157913098688,0.813422605552728
mistral7b_v03,arc_challenge,hidden_summary_only,mlp,5,0.5727142857142857,0.07171620657643772,0.4271301590056108,0.7095435535693531
mistral7b_v03,arc_challenge,pca_hidden_embeddings,extratrees,5,0.6571428571428571,0.03575354984516378,0.5133018642905732,0.7881051061939981
